plot_id,stand_id,clone,age2,SI,Dmean,DGM,Hmean,HGM,Hdom,N,G,V,f_veg_2m,f_havg,f_hstd,f_h10,f_h30,f_h50,f_h70,f_h90,f_h95,f_p10,f_p30,f_p50,f_p70,f_p90,f_p95,l_havg,l_hstd,l_h10,l_h30,l_h50,l_h70,l_h90,l_h95,l_p10,l_p30,l_p50,l_p70,l_p90,l_p95
168,42,2335,5.1,31.947,16.660,17.900,26.440,26.500,28.511,847.571,18.804,247.434,78.382,18.082,10.575,22.360,24.176,25.077,25.723,26.512,26.940,35.147,50.537,65.211,79.456,93.343,96.707,0.523,3.393,8.696,23.919,26.083,26.466,27.426,27.451,98.051,98.628,99.061,99.422,99.856,99.928
175,44,2337,4.8,32.595,17.545,18.300,26.840,27.389,28.311,885.241,21.655,282.651,86.232,20.154,8.585,20.610,23.180,24.348,25.294,26.263,26.653,25.463,43.671,60.622,76.832,92.524,96.299,0.554,3.660,24.338,25.727,25.999,26.499,27.061,27.081,98.117,98.569,99.021,99.398,99.849,99.925
176,44,2337,4.8,33.013,18.156,18.600,27.180,27.552,28.674,847.571,22.271,291.303,83.981,20.617,9.331,21.721,24.126,25.368,26.326,27.309,27.625,26.780,44.660,61.327,77.265,92.557,96.359,0.151,1.748,0.081,25.464,27.232,27.742,27.942,27.942,80.731,99.668,99.751,99.917,100.000,100.000
177,45,2337,4.8,33.553,18.700,19.100,27.534,27.894,29.143,828.736,23.012,301.719,86.623,20.918,8.751,21.710,23.906,25.087,26.114,27.140,27.524,25.103,43.353,60.363,76.713,92.486,96.284,0.252,2.385,0.130,26.680,27.022,27.659,27.841,28.438,95.226,99.414,99.581,99.749,99.916,100.000
181,46,3500,10,35.199,21.289,23.900,31.785,34.830,37.934,828.736,31.319,475.769,95.389,29.304,7.836,28.484,30.867,32.238,33.305,34.620,35.118,18.445,38.076,56.522,74.440,91.700,95.916,6.768,12.728,23.236,30.829,32.611,33.754,34.882,35.297,80.761,85.906,90.157,94.183,98.098,99.105
182,46,3500,10,35.043,21.723,23.900,32.063,34.830,37.766,828.736,32.318,487.087,95.281,28.844,7.963,28.832,30.534,31.720,32.708,33.959,34.449,18.675,37.952,56.426,74.398,91.667,95.884,7.204,12.793,22.383,30.500,32.689,33.558,34.594,35.028,79.335,84.943,89.408,93.769,98.027,99.065
183,46,3500,10,34.313,22.507,24.200,33.264,35.086,36.978,772.231,31.599,481.959,87.522,27.288,10.846,29.344,31.069,32.187,33.065,33.976,34.310,23.886,41.889,59.180,75.936,92.157,96.078,5.202,11.632,25.941,31.511,33.065,33.767,34.446,34.680,85.584,89.234,92.518,95.620,98.540,99.270
184,46,3500,10,33.696,21.172,22.600,32.004,33.678,36.313,885.241,32.152,483.374,95.191,28.645,7.877,29.005,30.740,31.694,32.395,33.286,33.639,18.789,37.845,56.189,74.087,91.541,95.815,7.036,12.905,24.683,31.440,32.361,32.949,33.639,33.898,80.055,84.995,89.478,93.779,97.987,98.994
185,47,3500,10,32.404,21.558,23.000,32.495,33.701,34.922,809.901,30.096,449.563,96.777,29.203,6.197,28.228,29.889,30.895,31.842,32.765,33.150,15.332,35.352,54.492,73.145,91.211,95.703,6.126,11.912,22.138,29.851,31.523,32.349,33.138,33.402,81.946,86.660,90.672,94.483,98.195,99.097
186,47,3500,10,33.251,22.245,24.200,32.716,34.496,35.833,753.396,30.209,450.486,91.712,28.132,9.068,28.514,30.217,31.517,32.502,33.480,33.990,19.820,38.919,57.117,74.775,91.892,96.036,5.879,11.994,24.362,29.912,32.024,33.191,34.040,34.304,83.060,87.432,91.257,94.900,98.361,99.271
187,47,3500,10,33.342,22.093,23.600,32.890,34.105,35.932,828.736,32.643,491.327,89.676,27.202,10.295,29.249,30.845,31.709,32.520,33.370,33.713,23.038,41.126,58.447,75.427,91.980,96.075,4.678,10.834,22.647,30.742,32.052,32.841,33.652,33.966,86.477,90.009,92.937,95.866,98.708,99.397
188,47,3500,10,33.167,22.614,23.600,33.153,34.105,35.744,809.901,33.066,494.681,89.781,28.556,9.948,29.683,31.536,32.412,33.305,34.032,34.517,20.985,39.599,57.482,74.818,91.788,95.985,5.394,11.944,25.515,32.508,33.346,33.878,34.624,34.761,85.261,88.993,92.164,95.336,98.507,99.254
189,48,3500,10,33.039,20.751,22.900,31.402,34.039,35.605,809.901,28.410,424.258,96.353,28.569,6.314,27.811,29.215,30.278,31.250,32.241,32.631,15.547,35.509,54.702,73.321,91.363,95.777,4.800,10.576,22.007,28.659,30.539,31.437,32.246,32.776,85.259,89.243,92.430,95.618,98.606,99.402
190,48,3500,10,33.710,21.076,23.100,31.782,34.228,36.329,772.231,27.887,418.406,96.951,28.855,6.024,28.175,29.430,30.291,31.232,32.276,32.636,15.041,34.959,54.472,73.171,91.260,95.732,6.066,12.040,23.259,30.393,31.232,31.963,32.523,32.852,82.402,86.749,90.683,94.410,98.344,99.172
191,48,3500,10,33.947,21.858,23.400,32.803,34.000,36.584,809.901,31.047,470.474,96.689,29.673,6.488,28.803,30.585,31.717,32.661,33.767,34.226,16.083,35.951,55.061,73.510,91.391,95.743,5.680,11.734,22.788,29.512,32.028,33.261,34.363,34.704,83.556,87.954,91.587,95.029,98.375,99.235
192,48,3500,10,34.195,22.637,22.900,33.721,34.039,36.851,809.901,32.945,503.636,93.194,29.821,8.658,30.023,31.576,32.567,33.488,34.640,35.546,18.150,37.522,56.021,74.171,91.623,95.986,5.596,11.822,23.632,30.230,33.024,33.772,35.044,35.260,84.258,88.372,91.950,95.170,98.569,99.284
193,49,3500,10,34.422,22.664,23.900,35.021,35.935,37.096,828.736,33.852,542.303,91.844,30.330,10.021,32.758,33.721,34.253,34.750,35.318,35.575,20.559,38.771,56.648,74.302,91.508,95.866,8.136,13.720,28.509,30.127,30.838,34.253,35.291,35.513,77.328,82.794,88.158,93.117,97.773,98.887
194,49,3500,10,34.855,23.745,24.400,35.659,36.231,37.563,791.066,35.488,567.333,84.409,29.085,13.384,31.964,35.378,35.974,36.575,37.302,37.607,27.408,44.191,60.477,76.564,92.354,96.226,9.810,15.230,31.049,32.105,33.037,36.172,37.290,37.673,74.216,80.384,86.451,92.113,97.472,98.787
195,49,3500,10,34.223,22.329,22.900,34.878,35.316,36.882,791.066,31.313,502.047,93.149,29.619,9.088,29.896,32.463,33.218,33.727,34.504,34.778,19.751,38.434,56.495,74.199,91.548,95.819,7.842,13.354,27.552,29.189,30.296,33.475,34.524,34.885,77.560,83.081,88.335,93.143,97.774,98.931
196,49,3500,10,33.297,21.805,22.300,34.530,34.500,35.884,828.736,31.106,497.740,92.869,27.294,9.546,25.653,31.104,31.806,32.347,32.935,33.226,22.581,40.747,58.065,75.212,91.851,95.925,4.438,10.273,25.136,27.192,28.111,32.254,33.058,33.276,86.423,89.781,92.993,96.058,98.686,99.416
197,50,3801,10.1,36.375,23.814,25.400,35.983,37.192,39.255,791.066,36.609,649.735,95.321,33.596,8.014,33.271,35.348,36.133,36.734,37.560,37.887,16.464,35.875,54.766,73.137,91.161,95.667,5.531,12.147,26.512,31.092,32.416,35.879,37.529,38.129,85.106,88.830,92.376,95.567,98.582,99.291
198,50,3801,10.1,35.921,23.540,25.100,36.121,37.045,38.765,791.066,35.156,620.614,95.379,33.067,7.882,33.481,34.923,35.501,36.117,36.651,36.919,16.451,35.675,54.529,73.013,91.128,95.564,5.513,12.062,27.641,30.426,31.623,33.191,36.801,36.883,84.733,88.550,92.176,95.611,98.664,99.427
199,50,3801,10.1,35.237,23.328,24.700,35.894,36.843,38.027,809.901,35.265,618.200,97.848,32.750,6.302,32.686,33.778,34.440,34.954,35.865,36.270,14.735,34.437,53.642,72.517,91.060,95.530,4.558,10.955,27.050,29.434,30.475,34.499,35.657,36.273,87.169,90.344,93.386,96.164,98.810,99.471
200,50,3801,10.1,34.993,22.756,24.000,35.425,36.479,37.764,772.231,32.134,559.232,98.192,31.626,5.194,31.413,32.271,32.833,33.392,34.059,34.301,13.701,33.587,52.997,72.122,90.866,95.433,6.737,12.584,25.188,28.696,30.278,33.584,34.254,34.479,80.481,85.385,90.000,94.135,98.077,99.038
201,51,3801,10.1,34.466,22.702,23.200,34.607,35.145,37.195,866.406,35.526,601.554,96.812,28.303,5.559,28.627,29.310,29.705,30.069,30.511,30.715,14.493,34.010,53.237,72.174,90.821,95.459,9.159,12.751,22.207,25.616,27.063,30.030,30.555,30.830,70.165,77.745,84.742,91.059,97.085,98.542
202,51,3801,10.1,35.314,23.586,24.800,35.052,36.080,38.110,809.901,36.237,623.641,96.552,31.423,6.056,31.596,32.244,32.669,33.166,33.751,33.967,13.966,33.621,52.931,72.069,90.862,95.517,7.087,12.325,23.599,27.307,28.732,32.513,33.838,34.089,78.445,84.099,89.046,93.816,98.057,99.117
203,51,3801,10.1,34.886,23.153,25.100,34.881,36.246,37.648,885.241,38.188,655.645,96.134,33.451,7.151,33.140,34.626,35.371,36.116,36.924,37.226,15.290,34.974,54.130,72.759,91.037,95.606,6.434,12.577,25.876,29.987,31.487,33.603,36.883,37.248,82.103,86.531,90.775,94.834,98.339,99.262
205,52,3503,10,34.653,22.384,24.500,33.793,35.578,37.344,828.736,33.671,541.891,96.379,31.483,6.866,30.900,32.396,33.166,34.083,35.165,35.697,15.345,35.172,54.310,73.103,91.379,95.690,3.302,9.416,24.632,27.491,30.535,33.970,34.911,35.510,90.357,92.857,95.179,97.321,99.107,99.643
206,52,3503,10,34.212,22.057,23.200,33.673,34.694,36.869,791.066,30.822,491.642,96.825,30.243,5.925,29.052,30.571,31.652,32.637,33.738,34.117,14.462,34.744,54.145,73.016,91.182,95.767,1.509,6.492,24.841,27.490,30.237,32.597,33.956,34.135,95.644,96.733,97.822,98.730,99.637,99.819
207,52,3503,10,33.610,21.488,22.900,33.048,34.481,36.220,791.066,29.292,460.136,96.189,29.222,6.321,28.801,30.002,30.710,31.424,32.230,32.494,14.882,34.664,53.902,72.777,91.107,95.644,2.470,8.160,24.343,30.116,30.924,31.450,32.104,32.309,92.791,94.640,96.118,97.782,99.261,99.630
209,53,2360,10.2,34.039,21.811,22.300,34.134,34.620,36.783,866.406,32.806,532.842,98.182,30.462,4.987,29.461,30.947,31.661,32.181,32.899,33.244,13.583,33.583,53.048,72.193,90.909,95.508,5.272,11.405,25.500,31.081,31.817,32.243,32.960,33.174,84.792,88.621,91.904,95.295,98.468,99.234
210,53,2360,10.2,34.623,22.151,23.300,34.190,35.000,37.414,885.241,34.847,568.766,98.046,32.186,5.243,31.150,32.508,33.295,33.929,34.680,34.920,13.321,33.393,52.931,72.114,90.941,95.560,7.599,13.482,26.574,32.693,33.643,34.307,34.967,35.275,79.279,84.505,89.009,93.514,98.018,99.099
211,53,2360,10.2,35.412,23.114,23.600,34.998,35.544,38.266,828.736,35.532,589.729,93.109,31.478,8.765,32.229,33.485,34.222,34.745,35.395,35.660,17.311,36.471,55.126,73.277,91.261,95.798,3.155,9.477,26.544,29.020,34.395,35.054,35.802,35.916,91.438,93.664,95.548,97.432,99.144,99.658
212,53,2360,10.2,34.785,23.728,24.400,35.494,36.080,37.589,809.901,36.211,602.091,94.799,32.081,8.057,32.292,33.626,34.494,34.989,35.658,35.936,16.275,35.738,54.530,72.987,91.107,95.638,3.032,9.523,27.752,34.000,34.717,35.035,35.740,35.911,92.091,94.025,95.782,97.540,99.297,99.649
